name,team,link,photo,salary,draftClass,careerGP,careerMin,careerPTS,instagramHandle,followerCount,year,round,pick
Monte Morris, Denver Nuggets,http://www.espn.com/nba/player/stats/_/id/3059310/monte-morris,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,1588231,"2017: Rd 2, Pk 51 (DEN)",150,22.6,9.4,biggametae,131193,2017,2,51
Jamal Murray, Denver Nuggets,http://www.espn.com/nba/player/stats/_/id/3936299/jamal-murray,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,4444746,"2016: Rd 1, Pk 7 (DEN)",293,29.3,15.6,jmglitxh27,438703,2016,1,7
Mason Plumlee, Denver Nuggets,http://www.espn.com/nba/player/stats/_/id/2488653/mason-plumlee,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,14041096,"2013: Rd 1, Pk 22 (BKN)",524,21.6,8.3,,,2013,1,22
Michael Porter Jr., Denver Nuggets,http://www.espn.com/nba/player/stats/_/id/4278104/michael-porter-jr,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,3389400,"2018: Rd 1, Pk 14 (DEN)",48,14,7.5,everythingmpj,3434,2018,1,14
Noah Vonleh, Denver Nuggets,http://www.espn.com/nba/player/stats/_/id/3078284/noah-vonleh,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,2000000,"2014: Rd 1, Pk 9 (CHA)",332,17,5,nvonleh,67782,2014,1,9
Malik Beasley, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/3907822/malik-beasley,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,2731714,"2016: Rd 1, Pk 19 (DEN)",220,17.5,8.2,mbeasy5,112605,2016,1,19
Jarrett Culver, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4277928/jarrett-culver,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,5813640,"2019: Rd 1, Pk 6 (PHX)",63,23.9,9.2,jarrett_23,121605,2019,1,6
Jacob Evans, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/3934621/jacob-evans,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,1925880,"2018: Rd 1, Pk 28 (GS)",59,10.5,2.8,j.n.e.iii,71479,2018,1,28
Juan Hernangomez, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4017839/juan-hernangomez,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,3321030,"2016: Rd 1, Pk 15 (DEN)",205,16.1,5.3,juanchiviris41,118089,2016,1,15
James Johnson, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/3999/james-johnson,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,15349400,"2009: Rd 1, Pk 16 (CHI)",634,20.6,8,james16johnson_,69063,2009,1,16
Jake Layman, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/2982268/jake-layman,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,3581986,"2016: Rd 2, Pk 47 (ORL)",164,13.7,5.3,j_lay_lay,51692,2016,2,47
Kelan Martin, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/3133596/kelan-martin,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,,,31,16,6.4,kelanmartinn,12334,,,
Jordan McLaughlin, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/3134916/jordan-mclaughlin,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,,,30,19.7,7.6,itsmclaughlin11,17919,,,
Jaylen Nowell, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4278541/jaylen-nowell,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,1400000,"2019: Rd 2, Pk 43 (MIN)",15,10.1,3.8,uw_mbb,39687,2019,2,43
Josh Okogie, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4065663/josh-okogie,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,2530680,"2018: Rd 1, Pk 20 (MIN)",136,24.3,8.1,callme_nonstop,92975,2018,1,20
Naz Reid, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4396971/naz-reid,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,898310,,30,16.5,9,hollywood.naz,161480,,,
D'Angelo Russell, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/3136776/dangelo-russell,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,27285000,"2015: Rd 1, Pk 2 (LAL)",317,29,17.5,dloading,3854252,2015,1,2
Omari Spellman, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4065836/omari-spellman,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,1897800,"2018: Rd 1, Pk 30 (ATL)",95,17.8,6.8,omarispellman,72332,2018,1,30
Evan Turner, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4239/evan-turner,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,18606556,"2010: Rd 1, Pk 2 (PHI)",705,26.9,9.7,evanturner,195639,2010,1,2
Jarred Vanderbilt, Minnesota Timberwolves,http://www.espn.com/nba/player/stats/_/id/4278077/jarred-vanderbilt,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,1416852,"2018: Rd 2, Pk 41 (ORL)",28,4.1,1.3,jvando_,92830,2018,2,41
Steven Adams, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/2991235/steven-adams,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,25842697,"2013: Rd 1, Pk 12 (OKC)",525,26.8,9.8,stevenadams,444160,2013,1,12
Darius Bazley, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/4423545/darius-bazley,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,2284800,"2019: Rd 1, Pk 23 (UTAH)",53,17.2,4.5,dariusbazley,83534,2019,1,23
Deonte Burton, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/3059358/deonte-burton,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,1416852,,66,7.9,2.7,godzgift_30,59368,,,
Hamidou Diallo, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/4080610/hamidou-diallo,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,1416852,"2018: Rd 2, Pk 45 (BKN)",89,13.8,4.8,hami.diallo,429907,2018,2,45
Luguentz Dort, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/4397020/luguentz-dort,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,,,29,22,6.2,luthebeast,42136,,,
Terrance Ferguson, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/4230546/terrance-ferguson,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,2475840,"2017: Rd 1, Pk 21 (OKC)",185,20.9,4.9,fergski23,63535,2017,1,21
Danilo Gallinari, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/3428/danilo-gallinari,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,22615559,"2008: Rd 1, Pk 6 (NY)",604,31,16.2,danilogallogallinari,392689,2008,1,6
Shai Gilgeous-Alexander, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/4278073/shai-gilgeous-alexander,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,3952920,"2018: Rd 1, Pk 11 (CHA)",145,30.3,14.5,shai,531719,2018,1,11
Kevin Hervey, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/3143565/kevin-hervey,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,,"2018: Rd 2, Pk 57 (OKC)",7,2.7,0.3,,,2018,2,57
Mike Muscala, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/2490089/mike-muscala,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,2028594,"2013: Rd 2, Pk 44 (DAL)",348,15.5,5.6,,,2013,2,44
Abdel Nader, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/2595435/abdel-nader,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,1618520,"2016: Rd 2, Pk 58 (BOS)",157,12.6,4.3,dulenader2,54951,2016,2,58
Nerlens Noel, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/2991280/nerlens-noel,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,1620564,"2013: Rd 1, Pk 6 (NO)",355,22.2,8.1,nerlensnoel3,290139,2013,1,6
Chris Paul, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/2779/chris-paul,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,38506482,"2005: Rd 1, Pk 4 (NO)",1013,34.9,18.5,cp3,9813294,2005,1,4
Andre Roberson, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/2530596/andre-roberson,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,10740740,"2013: Rd 1, Pk 26 (MIN)",295,22.5,4.6,flydre21,150512,2013,1,26
Isaiah Roby, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/4066392/isaiah-roby,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,1500000,"2019: Rd 2, Pk 45 (DET)",3,3.7,,iroby245,19740,2019,2,45
Dennis Schroder, Oklahoma City Thunder,http://www.espn.com/nba/player/stats/_/id/3032979/dennis-schroder,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,15500000,"2013: Rd 1, Pk 17 (ATL)",494,25.5,14.1,ds17_fg,1287722,2013,1,17
Carmelo Anthony, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/1975/carmelo-anthony,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,1364204,"2003: Rd 1, Pk 3 (DEN)",1114,35.7,23.6,carmeloanthony,7117796,2003,1,3
Trevor Ariza, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/2426/trevor-ariza,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,12195122,"2004: Rd 2, Pk 43 (NY)",1064,29.7,10.5,trevrizza1,564,2004,2,43
Moses Brown, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4397126/moses-brown,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,,,9,3.7,1.2,moses__tv,61294,,,
Zach Collins, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4066650/zach-collins,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,4240200,"2017: Rd 1, Pk 10 (SAC)",146,17,5.7,zachcollins_33,100443,2017,1,10
Wenyen Gabriel, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4066264/wenyen-gabriel,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,1445697,,28,7.5,2.1,wenyengabriel,63559,,,
Mario Hezonja, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/2995706/mario-hezonja,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,1737145,"2015: Rd 1, Pk 5 (ORL)",324,18.5,7,supermariohezonja,92589,2015,1,5
Jaylen Hoard, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4395688/jaylen-hoard,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,,,13,7.9,2.9,wakebasketball,14370,,,
Rodney Hood, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/2581177/rodney-hood,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,5718000,"2014: Rd 1, Pk 23 (UTAH)",341,27.3,12.5,hoodie5,231071,2014,1,23
Damian Lillard, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/6606/damian-lillard,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,29802321,"2012: Rd 1, Pk 6 (POR)",607,36.3,24,damianlillard,7498099,2012,1,6
Nassir Little, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4395652/nassir-little,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,2105520,"2019: Rd 1, Pk 25 (POR)",48,11.9,3.6,nassir,227279,2019,1,25
CJ McCollum, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/2490149/cj-mccollum,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,27556959,"2013: Rd 1, Pk 10 (POR)",473,30.8,18.4,3jmccollum,1368402,2013,1,10
Jusuf Nurkic, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/3102530/jusuf-nurkic,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,13125000,"2014: Rd 1, Pk 16 (CHI)",310,22.9,11.6,bosnianbeast27,357059,2014,1,16
Anfernee Simons, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4351851/anfernee-simons,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,2149560,"2018: Rd 1, Pk 24 (POR)",85,18.1,7.6,antsimons,137512,2018,1,24
Caleb Swanigan, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/3906671/caleb-swanigan,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,2033160,"2017: Rd 1, Pk 26 (POR)",75,8.7,2.3,calebswanigan50,40549,2017,1,26
Gary Trent Jr., Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4277843/gary-trent-jr,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,1416852,"2018: Rd 2, Pk 37 (SAC)",68,17.2,6.6,gtrentjr,124578,2018,2,37
Hassan Whiteside, Portland Trail Blazers,http://www.espn.com/nba/player/stats/_/id/4262/hassan-whiteside,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,27093017,"2010: Rd 2, Pk 33 (SAC)",404,26.8,13.8,hassanwhiteside,758408,2010,2,33
Bojan Bogdanovic, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3593/bojan-bogdanovic,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,17000000,"2011: Rd 2, Pk 31 (MIA)",462,28.5,14.2,44bojan,115829,2011,2,31
Tony Bradley, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/4065673/tony-bradley,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,1962360,"2017: Rd 1, Pk 28 (LAL)",62,9.7,4.2,tobrad13,51537,2017,1,28
Jarrell Brantley, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3912292/jarrell-brantley,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,,"2019: Rd 2, Pk 50 (IND)",5,2.6,,jstuntbrantley,7519,2019,2,50
Jordan Clarkson, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/2528426/jordan-clarkson,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,13437500,"2014: Rd 2, Pk 46 (WSH)",445,27.1,14.8,jordanclarksons,1363150,2014,2,46
Mike Conley, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3195/mike-conley,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,32511624,"2007: Rd 1, Pk 4 (MEM)",829,32.4,14.8,mac10,587337,2007,1,4
Ed Davis, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/4259/ed-davis,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,4767000,"2010: Rd 1, Pk 13 (TOR)",665,19.9,6.3,eddavisxvii,131910,2010,1,13
Rudy Gobert, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3032976/rudy-gobert,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,23241573,"2013: Rd 1, Pk 27 (DEN)",468,29.5,11.7,rudygobert27,530995,2013,1,27
Joe Ingles, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/2968436/joe-ingles,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,11954546,,470,25.4,8.2,joeingles7,203376,,,
Donovan Mitchell, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3908809/donovan-mitchell,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,3635760,"2017: Rd 1, Pk 13 (DEN)",219,33.8,22.7,spidadmitchell,3058855,2017,1,13
Juwan Morgan, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3934721/juwan-morgan,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,746054,,16,4.6,1.2,juwanmorgan,24730,,,
Emmanuel Mudiay, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3892818/emmanuel-mudiay,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,1620564,"2015: Rd 1, Pk 7 (DEN)",294,24.1,11.1,emmanuelmudiay,386557,2015,1,7
Georges Niang, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/2990969/georges-niang,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,1645357,"2016: Rd 2, Pk 50 (IND)",149,9.5,4,georgesniang,66641,2016,2,50
Royce O'Neale, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/2583632/royce-oneale,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,1618520,,215,21.8,5.4,rolls_royce00,109555,,,
Miye Oni, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/4066851/miye-oni,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,898310,"2019: Rd 2, Pk 58 (GS)",5,2.2,,princeoni13,9325,2019,2,58
Rayjon Tucker, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3908819/rayjon-tucker,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,578573,,14,5.6,1.4,th3flight,33712,,,
Nigel Williams-Goss, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3064457/nigel-williams-goss,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,1500000,"2017: Rd 2, Pk 55 (UTAH)",9,3.1,0.4,nigelwg5,32203,2017,2,55
Justin Wright-Foreman, Utah Jazz,http://www.espn.com/nba/player/stats/_/id/3911566/justin-wright-foreman,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,,"2019: Rd 2, Pk 53 (UTAH)",1,2,,j.wright3,17999,2019,2,53
